"","cntry","happy","sclmeet","inprdsc","health","ctrlife","etfruit","eatveg","dosprt","cgtsmok","alcfreq","height","weighta","fltdpr","flteeff","slprl","wrhpp","fltlnl","enjlf","fltsd","hltprhc","hltprhb","hltprdi","gndr","paccnois"
"245","AT",8,6,3,2,10,3,3,3,4,2,172,70,1,1,2,4,1,4,1,0,1,0,1,0
"246","AT",10,5,1,2,10,1,4,7,4,2,184,87,1,1,1,4,1,4,1,0,0,0,1,0
"247","AT",9,6,3,2,9,2,NA,3,5,2,169,71,2,1,2,3,1,2,1,1,1,0,1,0
"248","AT",7,3,3,3,8,5,4,7,6,1,172,72,1,1,2,3,1,3,1,0,1,0,1,0
"249","AT",8,6,4,2,8,3,4,3,6,6,164,72,1,2,2,3,2,3,2,1,0,0,2,0
"250","AT",10,3,1,1,3,4,2,5,6,2,175,65,2,3,1,4,1,4,2,0,0,0,2,0
"251","AT",9,6,4,1,8,4,4,5,6,4,168,64,1,1,1,3,1,3,1,0,0,0,2,0
"252","AT",9,5,3,1,9,6,4,7,6,1,176,65,1,1,1,3,1,4,1,0,0,0,1,0
"253","AT",6,4,3,2,5,1,2,2,3,5,162,60,1,2,1,2,1,2,1,0,0,0,1,1
"254","AT",7,4,1,3,3,2,3,0,5,3,164,68,2,2,2,3,4,3,2,1,0,0,1,0
"255","AT",10,4,4,1,8,3,2,7,4,6,160,55,1,1,1,4,1,4,1,0,0,0,2,0
"256","AT",8,5,2,2,9,2,3,7,6,6,182,85,1,1,2,4,1,3,1,0,0,0,1,0
"257","AT",8,6,3,3,6,3,3,0,6,7,168,62,1,2,1,2,1,2,1,1,1,1,2,0
"258","AT",10,6,3,2,10,4,3,7,2,7,183,75,1,1,1,4,1,3,1,0,1,0,1,0
"259","AT",5,5,3,3,5,2,3,0,6,7,157,76,2,2,3,2,2,2,2,1,1,1,2,0
"260","AT",8,6,4,3,8,3,4,4,6,4,155,79,2,2,2,3,1,2,2,0,0,0,2,0
"261","AT",9,6,3,1,9,4,4,0,6,1,173,78,1,1,1,3,1,3,1,0,0,0,1,0
"262","AT",8,6,5,2,8,6,3,4,4,1,168,75,1,2,1,3,2,3,2,0,1,0,2,0
"263","AT",8,5,2,4,10,3,5,0,6,2,172,87,2,2,3,2,1,2,2,1,0,0,1,0
"264","AT",8,6,4,2,8,2,2,5,6,7,154,52,1,2,2,3,1,3,1,0,0,0,2,0
"265","AT",7,6,4,1,5,3,2,0,3,3,162,50,2,2,2,3,2,3,2,0,0,0,2,0
"266","AT",9,4,5,2,9,3,3,4,6,2,179,80,1,1,1,3,2,3,2,0,0,0,1,1
"267","AT",7,5,2,1,8,2,3,4,6,2,184,85,1,2,1,3,1,3,1,0,0,0,1,0
"268","AT",7,5,3,1,8,2,3,5,6,3,178,75,1,1,2,2,1,2,1,0,0,0,1,0
"269","AT",7,6,5,2,5,3,2,0,1,7,181,79,1,2,1,3,1,3,1,0,0,0,1,0
"270","AT",8,6,0,3,4,2,2,0,4,2,172,81,1,1,2,1,1,2,1,1,0,0,2,0
"271","AT",9,6,4,2,9,3,3,3,6,2,176,79,1,1,2,3,1,3,1,0,0,0,1,0
"272","AT",5,5,0,4,9,6,3,0,1,1,165,70,2,3,3,2,1,1,1,1,1,0,1,0
"273","AT",8,5,3,1,9,3,4,2,6,4,167,72,1,1,1,3,1,4,1,0,0,0,2,0
"274","AT",7,3,3,3,3,2,2,1,6,4,162,66,2,3,2,2,3,2,2,0,0,0,2,0
"275","AT",8,6,1,2,9,3,3,3,1,7,162,91,1,1,1,4,1,4,1,0,0,0,2,0
"276","AT",8,2,2,1,10,2,4,3,5,7,162,85,1,1,1,3,1,3,2,0,0,0,2,0
"277","AT",5,5,4,3,9,2,2,7,6,3,156,63,2,1,1,2,1,2,2,0,1,0,2,0
"278","AT",9,4,2,2,10,4,4,7,6,4,192,98,1,1,1,3,1,3,1,0,0,0,1,0
"279","AT",10,6,4,1,10,1,2,5,6,6,160,60,1,1,1,4,1,4,1,0,0,0,2,0
"280","AT",8,5,2,2,9,2,3,5,6,7,164,61,1,2,1,2,1,3,1,1,0,1,2,0
"281","AT",9,6,4,1,10,3,2,3,6,6,185,93,1,1,2,4,1,4,1,0,0,0,1,0
"282","AT",3,7,2,2,8,5,5,0,6,6,160,58,1,3,1,1,2,1,2,0,0,0,2,0
"283","AT",8,4,4,2,9,2,3,2,6,4,166,64,1,1,2,2,1,2,1,1,0,0,2,0
"284","AT",0,6,1,5,2,2,3,0,4,7,181,110,3,1,4,1,4,1,2,1,1,1,1,0
"285","AT",7,4,2,2,8,3,3,4,6,7,169,62,1,2,1,3,1,2,1,0,0,0,2,0
"286","AT",8,6,3,1,10,5,4,2,5,2,165,73,1,2,1,3,1,3,1,0,0,0,2,0
"287","AT",9,6,3,2,8,3,3,7,6,7,168,58,1,2,1,4,2,2,2,0,0,0,2,0
"288","AT",9,6,2,3,8,3,3,0,1,7,180,110,1,2,1,2,1,3,1,1,1,0,1,0
"289","AT",8,4,3,2,8,5,4,0,4,6,172,86,2,1,2,4,1,3,2,0,0,0,2,0
"290","AT",9,7,5,2,9,4,2,3,6,5,167,63,1,1,1,3,1,3,1,0,0,0,2,0
"291","AT",8,6,3,1,7,3,3,5,6,3,173,64,1,1,1,3,1,2,1,0,0,0,2,0
"292","AT",9,6,4,1,8,3,2,3,3,3,168,63,2,2,2,3,3,4,2,0,0,0,2,0
"293","AT",7,6,3,2,8,4,4,0,1,2,169,79,1,2,1,4,2,4,1,0,0,0,2,0
"294","AT",7,7,4,3,8,3,4,3,4,1,178,93,3,3,3,3,1,3,2,0,0,0,2,0
"295","AT",8,5,4,2,9,2,2,3,6,7,170,65,1,2,2,3,1,3,1,0,0,0,2,0
"296","AT",5,4,2,2,9,2,3,4,4,2,178,77,1,2,2,2,1,3,1,0,0,0,2,0
"297","AT",8,4,3,3,9,3,5,4,6,1,178,85,2,2,2,3,1,3,2,0,0,0,1,0
"298","AT",6,4,3,3,9,6,6,1,5,3,144,65,1,2,2,2,1,3,1,0,1,0,2,0
"299","AT",7,2,3,3,8,3,3,0,6,7,169,81,2,2,1,3,2,2,2,0,0,0,2,0
"300","AT",8,5,3,2,7,3,3,7,6,6,160,55,1,1,2,2,1,3,1,0,0,0,2,0
"301","AT",8,6,3,2,10,3,4,7,3,5,167,59,1,2,2,3,1,3,1,0,0,0,2,0
"302","AT",10,5,2,1,8,3,5,4,2,5,167,69,1,1,1,4,1,4,1,0,0,0,2,0
"303","AT",9,6,4,1,9,3,3,5,5,2,170,63,1,3,1,4,1,4,1,0,0,0,2,0
"304","AT",9,4,3,2,9,3,3,1,6,4,166,58,1,2,1,2,1,2,1,1,1,0,2,0
"305","AT",8,5,3,2,9,2,3,1,6,7,168,56,2,2,1,2,1,2,1,0,0,0,2,0
"306","AT",8,4,3,2,10,5,3,2,2,2,169,70,1,1,1,2,1,3,2,0,0,0,2,0
"307","AT",9,4,2,1,10,3,3,7,4,3,176,100,1,1,1,4,1,3,1,0,0,0,1,0
"308","AT",9,4,3,2,10,5,4,0,5,7,160,65,1,1,2,3,1,2,1,0,1,0,2,0
"309","AT",9,5,4,1,9,2,3,3,1,4,168,74,1,1,1,3,1,2,2,0,0,0,2,0
"310","AT",7,6,4,1,7,3,3,6,4,4,169,63,1,2,2,2,1,2,1,0,0,0,2,0
"311","AT",8,4,1,1,6,4,4,5,3,2,182,92,2,2,1,3,2,2,2,0,0,0,1,0
"312","AT",7,4,2,4,8,3,3,0,6,7,158,66,1,2,1,2,2,3,2,0,1,0,2,0
"313","AT",9,4,3,2,10,3,3,1,6,2,188,110,1,1,2,4,1,4,1,0,1,0,1,0
"314","AT",7,6,2,2,9,3,3,7,1,7,160,57,2,2,3,3,1,2,2,0,0,0,2,0
"315","AT",7,6,4,2,7,3,3,5,5,3,176,70,1,1,2,2,1,2,1,0,0,0,1,0
"316","AT",6,4,2,2,8,4,4,3,4,2,171,71,1,2,2,3,1,3,1,0,0,0,1,0
"317","AT",10,5,1,1,10,1,2,5,6,7,164,75,1,1,1,3,1,3,1,0,0,0,2,0
"318","AT",7,4,3,2,8,3,2,6,5,7,180,80,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0
"319","AT",8,4,3,2,8,2,2,2,6,6,159,63,1,1,2,3,1,4,1,0,0,0,2,0
"320","AT",8,4,3,2,9,2,3,3,5,6,166,62,2,1,1,2,1,2,2,0,0,0,2,0
"321","AT",9,7,4,2,10,6,3,0,6,1,163,78,1,2,1,4,1,3,1,0,1,0,2,0
"322","AT",6,4,1,3,8,4,5,0,1,1,177,78,2,2,2,2,2,2,1,1,1,0,1,0
"323","AT",5,5,0,3,6,4,3,7,3,4,178,80,2,1,1,2,2,2,2,1,0,0,1,0
"324","AT",10,5,5,1,8,2,4,2,6,4,170,58,1,1,2,4,1,3,1,0,0,0,2,0
"325","AT",8,3,4,4,9,NA,3,0,1,1,157,58,1,1,2,1,1,2,2,1,1,0,1,0
"326","AT",7,5,3,1,8,3,4,1,5,3,182,90,1,3,1,3,2,2,1,0,0,0,1,0
"327","AT",8,5,5,1,10,3,4,7,6,7,173,85,1,1,4,4,1,3,2,0,0,0,2,0
"328","AT",8,4,3,2,9,2,3,2,6,4,162,59,2,1,1,2,1,2,1,1,0,0,2,0
"329","AT",8,6,3,2,7,2,3,2,6,3,185,89,2,3,1,2,3,1,1,0,0,0,1,0
"330","AT",9,4,4,3,8,2,4,5,6,5,157,74,2,2,2,3,2,3,2,0,0,0,2,0
"331","AT",5,5,4,2,8,1,3,2,6,2,190,89,2,2,1,3,2,1,2,0,0,0,1,0
"332","AT",8,4,1,3,10,3,3,7,4,7,172,82,1,1,1,3,1,3,2,0,1,0,1,0
"333","AT",10,7,2,3,10,3,4,7,6,2,174,75,1,1,1,3,1,3,1,0,0,0,1,0
"334","AT",7,5,3,2,8,2,2,5,5,2,158,58,1,2,2,2,1,3,2,0,0,0,2,0
"335","AT",7,2,1,2,6,3,3,7,1,2,190,95,1,1,2,3,1,3,1,0,0,0,1,0
"336","AT",8,6,4,2,9,2,2,4,6,4,167,56,2,1,1,2,1,2,2,1,0,0,2,0
"337","AT",10,6,4,1,10,6,5,2,2,2,170,60,1,1,1,4,1,3,1,0,0,0,2,0
"338","AT",8,6,2,2,7,5,3,7,1,2,174,88,1,1,2,3,1,4,1,0,1,0,1,0
"339","AT",8,6,2,1,9,5,4,NA,6,7,170,64,1,2,1,3,1,2,1,0,0,0,2,0
"340","AT",7,6,2,1,9,4,5,4,3,3,185,78,1,1,1,3,1,3,1,0,0,0,1,0
"341","AT",8,6,4,1,10,3,3,5,6,7,184,80,1,1,1,4,1,4,1,0,0,0,1,0
"342","AT",9,4,1,3,9,3,3,7,1,1,164,61,1,1,2,3,1,4,1,0,0,0,2,0
"343","AT",9,5,4,1,7,4,3,2,6,2,192,90,1,2,1,3,1,4,2,0,0,0,1,0
"344","AT",3,6,3,2,8,3,3,5,5,2,181,88,2,2,2,3,1,3,2,0,0,0,1,0
"345","AT",10,5,4,1,10,6,3,5,6,1,166,76,1,1,3,3,3,3,NA,0,1,0,2,0
"346","AT",9,5,3,3,9,3,3,1,6,5,158,66,1,3,3,3,2,3,2,1,1,0,2,0
"347","AT",8,6,5,2,9,3,4,3,1,2,176,68,1,2,2,4,1,4,1,0,0,0,2,0
"348","AT",8,4,3,3,8,5,5,7,1,4,183,82,1,1,2,3,2,3,1,0,0,0,1,0
"349","AT",8,4,4,3,8,3,4,0,4,2,180,98,2,2,2,2,1,2,1,0,1,0,1,0
"350","AT",8,5,2,1,8,4,3,2,4,3,181,80,1,1,1,2,1,2,1,0,0,0,1,0
"351","AT",8,3,2,2,8,5,4,7,1,4,163,51,1,1,1,3,1,2,2,0,0,0,2,0
"352","AT",8,5,4,2,8,2,3,4,4,2,178,73,1,1,2,3,1,3,1,0,0,0,1,0
"353","AT",8,4,2,1,10,3,NA,5,6,6,155,53,1,2,1,3,2,3,1,0,0,0,2,0
"354","AT",6,6,2,3,10,4,4,0,1,1,161,72,1,1,1,2,2,2,2,1,1,0,1,0
"355","AT",10,6,4,1,9,2,1,1,5,6,176,80,1,2,1,4,1,4,1,0,0,0,1,0
"356","AT",10,6,5,1,8,4,2,2,4,7,162,76,1,2,2,4,1,3,1,0,0,0,2,0
"357","AT",9,5,1,2,9,3,3,7,5,2,174,74,2,2,2,4,1,3,1,0,1,0,1,0
"358","AT",8,5,2,1,9,3,3,3,6,2,180,85,1,1,2,3,1,3,1,0,0,0,1,0
"359","AT",9,5,3,3,8,2,3,1,6,3,162,90,1,1,2,3,1,3,1,1,1,0,2,0
"360","AT",9,2,1,2,7,1,3,7,1,6,160,74,2,2,2,3,2,3,2,0,0,0,2,0
"361","AT",6,4,4,4,8,2,2,0,6,7,161,85,2,2,3,2,2,2,2,0,0,0,2,0
"362","AT",8,6,3,1,9,6,3,6,1,5,185,83,1,1,1,4,1,4,1,0,0,0,1,0
"363","AT",6,5,3,3,8,2,2,2,6,7,165,72,2,2,3,2,2,2,2,0,0,0,2,0
"364","AT",8,3,0,3,8,4,3,0,4,1,168,85,1,1,3,2,1,2,3,0,0,0,1,0
"365","AT",5,3,1,3,5,2,3,0,6,4,167,68,2,2,2,1,1,2,2,0,1,0,1,0
"366","AT",8,5,1,2,6,5,3,0,4,2,193,107,1,1,1,3,1,3,1,0,0,0,1,0
"367","AT",9,4,3,1,9,4,4,5,4,2,170,75,1,2,1,3,1,3,1,0,0,0,1,0
"368","AT",9,6,1,2,8,4,4,6,6,7,162,59,1,2,2,2,1,2,1,0,0,0,2,0
"369","AT",7,4,2,2,8,3,4,2,6,7,180,75,1,1,2,3,1,2,1,0,0,0,1,0
"370","AT",10,5,2,1,10,4,5,7,1,6,175,115,4,4,4,2,3,2,4,0,0,0,1,0
"371","AT",6,5,4,2,7,2,3,5,4,2,165,74,2,1,1,2,1,2,2,0,0,0,2,0
"372","AT",8,6,5,1,8,3,2,6,2,2,183,80,2,2,2,4,1,3,1,0,0,0,1,0
"373","AT",5,6,3,3,NA,4,4,3,1,1,173,60,2,NA,NA,NA,2,NA,2,0,0,0,1,0
"374","AT",8,4,2,2,8,2,4,2,4,2,175,79,1,2,2,4,4,1,1,0,0,0,1,0
"375","AT",8,5,3,2,10,2,2,5,5,7,167,65,1,1,1,4,1,3,2,0,0,0,2,0
"376","AT",9,5,4,1,10,2,4,4,2,3,168,77,1,2,1,3,1,3,1,0,0,1,2,0
"377","AT",7,5,1,2,7,3,3,4,6,6,164,57,1,2,1,2,1,2,1,0,0,0,2,0
"378","AT",7,5,4,3,6,3,1,2,6,6,189,115,2,2,1,3,2,2,2,0,0,0,2,0
"379","AT",10,6,1,2,9,3,3,2,6,4,161,66,1,1,2,4,1,4,1,0,1,0,1,0
"380","AT",8,5,4,2,10,3,3,5,4,7,182,110,2,1,1,3,1,3,2,0,0,1,1,0
"381","AT",6,5,6,2,7,4,5,7,1,3,160,53,3,3,3,3,4,4,4,1,0,0,2,0
"382","AT",8,6,4,1,9,4,4,4,2,4,181,96,1,1,1,3,1,3,1,0,0,0,1,0
"383","AT",8,6,4,1,9,2,2,5,6,5,168,64,1,1,1,3,1,3,1,0,0,0,2,0
"384","AT",8,6,4,3,8,4,4,4,4,2,180,72,1,1,2,3,1,3,1,1,0,0,1,1
"385","AT",5,5,3,3,6,3,3,1,6,7,163,55,2,2,2,2,2,2,2,1,0,0,2,0
"386","AT",8,6,4,2,9,4,3,0,6,7,180,85,1,1,1,3,1,3,1,0,0,0,1,0
"387","AT",5,5,3,1,10,5,2,5,1,4,185,86,2,1,1,2,1,3,2,0,0,0,1,0
"388","AT",7,4,2,3,7,4,3,7,1,2,158,55,1,2,2,2,1,2,1,0,0,0,1,0
"389","AT",9,4,3,1,7,2,3,2,1,4,170,75,1,1,1,3,1,2,1,0,0,0,2,0
"390","AT",7,5,2,1,8,3,3,3,6,4,165,55,1,2,1,3,1,3,1,0,0,0,2,0
"391","AT",8,5,2,3,8,3,3,NA,6,4,176,88,2,2,2,3,1,2,2,1,1,0,2,0
"392","AT",10,4,2,2,10,3,3,7,4,7,171,63,1,1,1,3,1,3,1,0,0,0,2,0
"393","AT",5,7,3,3,5,2,2,7,6,7,170,50,2,2,2,2,2,2,2,0,0,0,1,0
"394","AT",8,6,4,1,8,3,4,6,4,3,155,54,2,1,2,3,2,3,2,0,0,0,2,0
"395","AT",8,5,4,2,8,2,3,3,4,2,181,89,1,2,1,2,1,3,1,0,1,0,1,0
"396","AT",9,6,2,1,8,4,4,5,1,3,166,67,1,1,1,3,1,3,1,0,0,0,1,0
"397","AT",8,4,1,2,10,5,3,0,6,4,174,76,1,1,1,3,1,3,1,0,0,0,1,0
"398","AT",8,4,1,2,10,3,3,7,6,3,173,67,1,3,4,4,1,4,1,0,0,1,1,0
"399","AT",9,6,2,1,3,4,3,7,6,6,170,73,1,1,2,3,1,4,1,0,0,0,2,0
"400","AT",10,6,4,2,10,2,2,7,6,6,165,73,1,1,1,4,1,4,1,0,0,0,2,0
"401","AT",7,6,4,2,7,3,3,2,6,6,165,75,2,2,2,3,1,3,1,0,0,0,2,0
"402","AT",6,6,3,3,8,3,2,1,6,3,168,70,2,1,1,3,1,3,1,0,0,0,2,0
"403","AT",8,6,5,1,8,2,2,4,5,4,170,65,2,1,2,3,1,4,1,0,0,0,2,0
"404","AT",8,4,4,2,9,3,3,3,5,2,187,91,1,1,1,2,2,2,1,0,1,0,1,0
"405","AT",9,4,6,2,10,3,5,2,5,7,165,85,1,1,1,3,1,3,1,1,1,0,1,0
"406","AT",7,4,4,3,9,4,3,2,4,2,179,87,2,1,2,2,1,2,1,0,1,0,1,0
"407","AT",10,6,2,2,7,7,3,7,1,1,163,72,2,2,1,4,1,4,1,0,0,0,1,0
"408","AT",8,6,4,1,8,5,3,4,1,7,184,78,1,1,1,3,1,3,1,0,0,0,1,0
"409","AT",7,4,4,3,9,3,3,4,6,6,165,68,2,2,2,2,2,2,1,0,0,0,2,0
"410","AT",7,5,3,3,7,3,5,7,6,1,175,83,2,1,1,3,3,2,2,1,1,0,2,0
"411","AT",8,4,3,2,6,4,6,5,3,3,180,85,2,2,2,3,1,4,2,0,0,0,1,0
"412","AT",8,4,2,1,9,4,3,7,4,4,172,63,1,1,1,3,1,3,1,0,0,0,2,0
"413","AT",9,5,3,2,9,4,5,2,6,2,179,86,1,1,1,3,2,3,1,0,0,0,1,0
"414","AT",8,4,4,2,9,3,4,2,4,4,185,89,1,1,1,3,1,3,1,0,0,0,1,0
"415","AT",7,5,4,3,6,3,3,7,4,2,172,72,1,2,2,3,1,3,1,0,0,0,1,0
"416","AT",3,6,2,2,4,3,3,7,2,4,176,85,2,2,4,2,2,2,2,0,0,0,2,0
"417","AT",8,3,1,2,9,3,3,5,6,6,172,94,1,2,2,3,1,3,2,0,0,0,1,0
"418","AT",6,6,4,4,8,2,2,5,1,6,162,74,2,2,2,2,1,3,1,0,0,0,2,1
"419","AT",10,4,1,3,10,4,4,4,4,7,168,72,1,2,2,4,1,4,1,0,0,0,1,0
"420","AT",8,4,2,2,9,3,3,6,6,3,188,83,1,2,2,4,1,3,1,0,0,0,1,0
"421","AT",10,4,3,1,10,2,2,7,6,7,168,65,1,1,1,4,1,4,1,0,0,0,2,0
"422","AT",9,5,4,1,9,3,5,1,6,4,159,67,1,1,1,3,1,4,1,0,0,0,2,0
"423","AT",9,7,4,1,8,3,3,3,6,3,192,88,1,1,1,2,1,2,2,0,0,0,1,1
"424","AT",8,3,3,1,10,3,5,3,6,7,158,61,1,1,2,3,1,4,1,0,0,0,2,0
"425","AT",9,4,4,1,6,3,3,5,6,3,168,81,1,1,1,4,1,3,1,0,0,0,2,0
"426","AT",8,6,6,1,9,2,1,6,4,3,173,57,1,2,1,4,1,3,1,0,0,0,2,0
"427","AT",8,5,3,2,10,5,3,2,1,2,176,78,1,1,1,3,1,3,1,0,0,0,1,0
"428","AT",8,6,3,2,8,2,3,3,6,3,168,70,1,2,1,3,1,2,1,0,0,0,2,0
"429","AT",9,6,1,2,9,5,4,6,6,2,200,82,1,2,1,4,1,4,4,0,0,0,1,0
"430","AT",9,5,3,3,8,4,5,0,6,7,158,86,2,4,4,4,1,1,3,0,0,0,2,0
"431","AT",8,6,4,1,8,2,1,4,3,4,184,90,1,1,1,4,1,4,2,0,0,0,1,0
"432","AT",10,2,1,2,10,3,4,0,6,5,164,70,1,1,1,4,1,4,1,0,0,0,2,0
"433","AT",7,7,2,2,9,5,4,4,1,2,173,92,2,1,1,2,2,3,1,0,0,0,1,0
"434","AT",8,6,4,4,5,5,5,0,1,2,173,79,2,2,1,3,1,3,1,0,0,0,1,0
"435","AT",9,6,4,2,8,4,4,4,4,2,175,75,1,1,1,4,1,4,1,0,1,0,1,0
"436","AT",8,5,3,2,8,4,5,3,4,7,158,79,2,2,2,2,1,2,2,1,0,1,2,0
"437","AT",8,6,2,1,10,4,3,0,6,3,162,50,2,2,2,3,1,4,1,0,0,0,2,0
"438","AT",8,5,4,2,8,3,3,3,6,4,182,75,1,1,1,3,1,3,1,0,0,0,1,0
"439","AT",8,4,2,3,8,3,3,1,6,6,161,58,1,1,2,2,1,2,1,0,1,0,2,0
"440","AT",10,6,4,1,10,4,3,2,3,4,171,67,1,1,1,4,1,3,1,0,0,0,2,0
"441","AT",8,6,3,2,9,5,3,5,2,2,178,82,1,1,1,3,1,3,1,0,0,0,1,0
"442","AT",9,6,4,2,8,2,2,5,5,3,167,66,2,2,2,3,1,3,2,1,0,0,1,0
"443","AT",8,6,4,2,8,3,2,5,4,3,164,60,1,1,1,2,1,2,1,0,0,0,2,0
"444","AT",10,4,4,2,10,1,2,7,6,3,160,69,2,2,1,1,3,3,2,0,0,1,2,0
"445","AT",7,4,4,2,8,3,3,2,6,5,170,65,1,1,1,3,1,2,1,0,0,0,2,0
"446","AT",8,3,1,3,8,3,3,0,4,1,183,103,1,1,1,2,1,2,1,0,0,0,1,0
"447","AT",8,3,1,2,8,3,3,3,6,3,160,48,1,1,2,3,3,2,1,0,0,0,1,0
"448","AT",10,6,4,1,9,3,3,5,1,3,167,56,1,2,1,4,1,3,1,0,0,0,2,0
"449","AT",7,5,3,3,7,2,2,2,6,7,156,60,2,2,3,2,1,2,2,1,1,0,2,0
"450","AT",5,6,4,2,9,3,3,7,4,3,178,83,1,2,1,2,1,4,1,0,0,0,1,0
"451","AT",9,4,4,1,8,2,2,6,6,4,182,85,1,2,1,4,1,4,1,0,0,0,1,0
"452","AT",6,2,1,2,5,4,4,1,5,4,167,71,2,2,2,2,2,2,2,1,0,0,2,0
"453","AT",6,5,2,3,8,4,4,0,6,1,173,68,2,3,2,2,2,4,2,1,0,0,2,0
"454","AT",8,5,1,2,10,2,5,7,1,7,201,84,2,1,1,3,3,3,2,0,0,0,2,0
"455","AT",9,4,3,1,9,4,4,2,6,5,157,58,1,1,1,4,1,4,1,0,0,0,2,0
"456","AT",7,4,2,3,7,2,2,2,6,7,158,75,2,2,3,2,2,2,2,0,0,0,2,0
"457","AT",10,5,6,3,7,3,3,0,4,7,170,100,1,4,4,3,1,4,1,0,1,1,1,0
"458","AT",9,6,4,1,10,5,4,6,6,3,166,81,1,2,2,3,1,3,1,0,0,0,2,0
"459","AT",8,6,5,2,9,2,2,2,6,3,174,86,2,2,2,3,2,2,2,1,0,0,1,0
"460","AT",8,3,2,2,7,3,3,1,6,6,157,53,1,1,2,1,2,2,2,0,0,0,2,0
"461","AT",8,5,4,2,8,3,4,0,4,2,158,77,2,1,2,4,1,2,2,0,1,0,2,0
"462","AT",8,6,5,1,8,2,3,5,1,4,165,54,1,1,1,4,1,4,1,0,0,0,2,0
"463","AT",9,3,3,1,10,4,3,7,4,7,170,74,1,1,1,4,1,4,1,0,0,0,1,0
"464","AT",8,5,4,2,7,4,4,7,5,2,156,74,1,1,2,3,1,3,1,0,1,0,2,0
"465","AT",8,6,4,1,9,3,4,3,4,2,171,72,2,2,2,4,4,4,1,0,0,0,1,0
"466","AT",9,5,4,1,8,4,4,0,6,2,194,120,1,1,3,4,3,4,1,0,0,0,1,0
"467","AT",9,6,1,1,9,3,3,7,4,4,170,80,1,1,1,3,1,4,1,0,1,0,1,0
"468","AT",8,3,3,2,10,4,3,3,5,2,172,80,1,1,1,3,1,3,1,0,1,0,1,0
"469","AT",5,6,2,3,8,6,4,1,1,2,170,75,1,1,3,2,1,4,1,1,1,0,1,1
"470","AT",8,7,2,3,8,2,3,3,6,3,165,75,2,2,2,2,1,NA,1,0,0,1,2,0
"471","AT",0,5,2,4,8,1,4,3,6,5,188,92,2,3,1,2,3,2,2,0,0,0,1,0
"472","AT",8,6,4,2,10,3,3,7,6,2,160,75,1,1,1,3,1,3,1,0,0,0,2,0
"473","AT",8,6,4,3,10,3,3,0,4,2,174,90,2,2,2,4,1,3,2,0,0,1,2,0
"474","AT",7,5,2,1,8,3,3,5,4,3,170,64,1,1,1,3,1,2,1,0,0,0,2,0
"475","AT",9,6,3,3,8,3,3,3,6,4,167,75,1,2,2,3,1,3,1,0,0,0,2,0
"476","AT",8,4,3,1,8,3,1,7,6,2,168,52,1,2,1,3,1,4,2,0,0,0,2,0
"477","AT",9,6,4,1,9,3,3,2,6,4,170,65,1,1,1,3,1,3,1,0,0,0,2,0
"478","AT",8,3,1,4,7,5,3,0,6,7,164,54,1,1,1,2,1,2,1,1,1,0,2,0
"479","AT",8,4,3,2,9,3,3,4,6,7,165,62,1,2,1,2,1,2,1,0,0,0,2,0
"480","AT",10,4,1,2,9,4,3,3,4,2,169,74,1,1,1,3,1,3,1,0,1,0,2,0
"481","AT",8,4,3,2,8,3,3,6,6,7,156,56,1,1,1,3,1,3,1,0,0,0,2,0
"482","AT",9,5,NA,2,8,5,5,4,6,1,185,88,1,1,1,4,1,4,1,0,0,0,1,0
"483","AT",8,4,4,2,9,4,3,3,4,4,185,91,1,1,1,2,1,2,1,0,1,0,1,0
"484","AT",9,2,1,3,10,2,3,2,4,7,156,59,2,3,1,1,2,2,1,0,0,0,2,0
"485","AT",8,6,4,2,9,4,3,4,5,3,189,94,1,1,1,2,1,3,1,0,0,0,1,0
"486","AT",6,5,4,1,8,1,1,7,2,2,174,75,1,1,1,3,1,3,1,0,0,0,2,0
"487","AT",2,5,3,4,6,3,3,0,1,2,172,65,3,3,4,1,2,2,3,0,0,0,1,0
"488","AT",9,5,4,1,10,4,4,0,1,1,177,95,1,1,2,4,1,4,1,0,0,0,1,0
"489","AT",6,4,2,3,10,2,2,4,4,4,172,82,2,2,3,2,1,3,2,0,1,1,2,0
"490","AT",9,5,3,1,9,4,4,4,6,4,166,67,1,1,1,4,1,4,1,0,0,0,2,0
"491","AT",8,7,4,1,8,5,5,0,1,4,172,50,2,2,2,3,1,3,2,0,0,0,2,0
"492","AT",7,5,4,1,8,5,5,7,1,7,178,70,1,1,2,2,1,2,1,0,0,0,1,0
"493","AT",8,4,4,2,8,5,3,3,1,2,165,68,1,1,1,4,1,4,1,0,0,0,2,0
"494","AT",6,5,3,1,8,3,3,1,6,4,162,70,1,1,2,3,1,2,1,0,0,0,2,0
"495","AT",10,6,4,2,0,3,5,3,6,7,164,60,2,1,2,4,1,4,2,0,0,0,2,0
"496","AT",7,6,3,2,10,4,3,1,1,2,164,72,1,1,1,3,1,2,1,0,0,0,2,0
"497","AT",8,5,4,2,7,3,2,5,6,7,182,78,1,1,2,2,2,2,2,1,1,0,1,0
"498","AT",5,5,2,1,7,5,5,3,6,4,184,82,2,1,1,1,2,1,1,0,0,0,1,0
"499","AT",9,5,3,2,10,3,2,7,1,2,177,56,1,1,1,3,1,3,1,0,0,0,2,0
"500","AT",8,5,3,2,7,4,3,7,5,3,167,58,2,2,2,2,1,3,1,1,0,0,2,0
